HGNC ID	Gene group ID	Pubmed IDs	NCBI Gene ID
HGNC:31564	1720		406969
HGNC:31565	1720		406970
HGNC:51946	1688		105369343
HGNC:31566	1737		406971
HGNC:31567	1721		406972
HGNC:31568	1721		406973
HGNC:31790	1721		442920
HGNC:31569	476		406974
HGNC:31570	476		406975
HGNC:31571	1722		406976
HGNC:31572	1722		406977
HGNC:31573	1722		406978
HGNC:31578	1709		406983
HGNC:31579	1709		406984
HGNC:31580	1709		406985
HGNC:53161	1688	28225791	105369635
HGNC:32080	476		574448
HGNC:49402	1688		101927671
HGNC:31581	1723		406986
HGNC:41811	1723		100616173
HGNC:31582	1724		406987
HGNC:31583	476	18376396	406988
HGNC:43562	1688	29556360	642587
HGNC:31584	1696		406989
HGNC:31585	1725		406990
HGNC:33669	1725		100126336
HGNC:31587	476	24608041	406992
HGNC:39524	1688	26400545, 27980086, 27673330	100506211
HGNC:31588	1724		406993
HGNC:31589	1714		406994
HGNC:31591	476	23223004	406996
HGNC:31592	1719		406997
HGNC:31593	1763		406998
HGNC:33668	1763		100126319
HGNC:31594	476		406999
HGNC:50537	1688		
HGNC:31595	1726		407000
HGNC:31596	1726		407001
HGNC:31597	1710		407002
HGNC:31598	1710		407003
HGNC:41823	1710		100616335
HGNC:31600			
HGNC:33640			
HGNC:33647			
HGNC:31601	476		407006
HGNC:31602	476		407007
HGNC:49555	1688	23697773	
HGNC:31603	476	23489116, 21213211	407008
HGNC:54520	1688	27517498	
HGNC:31604	476		407009
HGNC:31617	476		407022
HGNC:33691	476		100126354
HGNC:33634	476		100126296
HGNC:31618	476	26617714	407023
HGNC:33636	476		100126297
HGNC:31622	1713		407027
HGNC:33667	1713		100126318
HGNC:31623	1764		407028
HGNC:31763	1764		442894
HGNC:31764	1764		442895
HGNC:41070	1688		109864269
HGNC:31765	1764		442896
HGNC:35348	476		100313774
HGNC:35349	1764		100302131
HGNC:31632	1804		407037
HGNC:35247	1804		100302117
HGNC:35256	1804		100313769
HGNC:35248	1804		100302135
HGNC:35387	1804		100302195
HGNC:35386	1804		100313896
HGNC:35388	1804		100302169
HGNC:38230	1804		100422913
HGNC:31766	1769		442897
HGNC:38349	1769		574410
HGNC:31767	476		442898
HGNC:31768	476		442899
HGNC:50346	1688		101928469
HGNC:31769	476		442900
HGNC:31770	476		442901
HGNC:32050	1771		574408
HGNC:32051	1771		574409
HGNC:31771	476		442902
HGNC:31772	476		442903
HGNC:31773	476		442904
HGNC:31774	476		442905
HGNC:31775	476	20300657	442906
HGNC:31776	476		442907
HGNC:31777	476		442908
HGNC:31778	476		442909
HGNC:31779	476		442910
HGNC:31780	476		442911
HGNC:31867	476		494323
HGNC:32022	1773		574030
HGNC:32023	1705		574031
HGNC:33692	1762		100126355
HGNC:33693	1762		100126356
HGNC:31781	476		442912
HGNC:31783	1769		442914
HGNC:31784	476		442915
HGNC:31785	1779		442916
HGNC:41863	1779		100616185
HGNC:31786	1779		442917
HGNC:31787	1779		442918
HGNC:31788	1775		442919
HGNC:33665	1775		100126317
HGNC:38907	1775		100500807
HGNC:31868	476	20102393, 26507573	494324
HGNC:31869	1777		494325
HGNC:32532	1777		664615
HGNC:32066	1777		574435
HGNC:31782	1777		442913
HGNC:31870	1769		494326
HGNC:31871	1778		494327
HGNC:38283	1778		100422933
HGNC:38374	476		100422867
HGNC:41550	1778		100616201
HGNC:41797	1778	28418939	100616169
HGNC:54166	1688		
HGNC:41671	1778		100616498
HGNC:41686	476		100616492
HGNC:41785	476		100616321
HGNC:41744	476		100616306
HGNC:41620	476		100616259
HGNC:49979	476		102465136
HGNC:31872	1770		494328
HGNC:31873	1770		494329
HGNC:31874	1769		494330
HGNC:20136	1688		378881
HGNC:31875	1769		494331
HGNC:31876	476		494332
HGNC:31878	476		494333
HGNC:32055	1769		574413
HGNC:32065	1769		574434
HGNC:32792	1770		693121
HGNC:32064	476		574433
HGNC:32793	1767	20080624	693122
HGNC:31879	476		494334
HGNC:31880	476		494335
HGNC:31881	1737		494336
HGNC:31882	476		494337
HGNC:13784	1709		554210
HGNC:32027	476	22293894	574038
HGNC:32083	476		574451
HGNC:32026	476		574034
HGNC:26069	476	20719859	554212
HGNC:27645	1702		554213
HGNC:32794	1702		693123
HGNC:37302	1702		100313923
HGNC:28008	1789		554214
HGNC:32137	1789		574505
HGNC:33642	1789		100126302
HGNC:32053	1727	20679397	574411
HGNC:41655	1727		100616273
HGNC:32054	476		574412
HGNC:32052			
HGNC:33137	1713		768216
HGNC:32344	476		619556
HGNC:38359	476		100423038
HGNC:32340	476	21146586	619552
HGNC:32341	476		619553
HGNC:32067	476		574436
HGNC:32342	1790		619554
HGNC:50213	1790		102465696
HGNC:32343	1769		619555
HGNC:32533	1769		664616
HGNC:32073	476		574441
HGNC:32074	476		574442
HGNC:32075	476		574443
HGNC:32076	476		574444
HGNC:32081	476		574449
HGNC:32082	476		574450
HGNC:32084	1769		574452
HGNC:32085	1771		574453
HGNC:32086	1769		574454
HGNC:32088	1737		574456
HGNC:39523	1688		100506755
HGNC:32092	476		574460
HGNC:32133	476		574501
HGNC:41640	476		100616134
HGNC:32134	1773		574502
HGNC:38223	1773		100422911
HGNC:32135	1773		574503
HGNC:32136	1773		574504
HGNC:32138	1737	22072795	574506
HGNC:28258	1688	24463510, 27023770	84848
HGNC:32139	476		574507
HGNC:32140	476	25449503	574508
HGNC:32143	1788		574511
HGNC:32144	1788		574512
HGNC:32145	1788		574513
HGNC:32146	1788		574514
HGNC:33641	1788		100126301
HGNC:33675	1788		100126337
HGNC:32147	1788		574515
HGNC:32077	1788		574445
HGNC:32078			
HGNC:32090	1788		574458
HGNC:32091	1788		574459
HGNC:32141	1788		574509
HGNC:32142	1788		574510
HGNC:33935	1788		100313822
HGNC:33934	1788		100302114
HGNC:32148	1788		574516
HGNC:32149	1788		574517
HGNC:32150	1788		574518
HGNC:38292	1788		100422847
HGNC:32094	1780		574462
HGNC:32097	1780		574465
HGNC:32130	1780		574498
HGNC:32131	1780		574499
HGNC:32122	1780		574490
HGNC:32117	1780		574485
HGNC:32111	1780		574479
HGNC:32115	1780		574483
HGNC:32124	1780		574492
HGNC:32120	1780		574488
HGNC:32123	1780		574491
HGNC:32106	1780		574474
HGNC:32109	1780		574477
HGNC:32121	1780		574489
HGNC:32119	1780		574487
HGNC:32104	1780		574472
HGNC:32128	1780		574496
HGNC:32132	1780		574500
HGNC:32101	1780		574469
HGNC:32098	1780		574466
HGNC:32112	1780		574480
HGNC:32095	1780		574463
HGNC:32099	1780		574467
HGNC:32105	1780		574473
HGNC:32108	1780		574476
HGNC:32114	1780		574482
HGNC:32093	1780		574461
HGNC:32096	1780		574464
HGNC:32116	1780	26687818	574484
HGNC:32125	1780		574493
HGNC:32126	1780		574494
HGNC:32113	1780		574481
HGNC:32127	1780		574495
HGNC:32103	1780		574471
HGNC:32110	1780		574478
HGNC:32102	1780		574470
HGNC:32107	1780		574475
HGNC:32118	1780		574486
HGNC:32100	1780		574468
HGNC:32129	1780		574497
HGNC:32795	1805		693124
HGNC:32529	1769		664612
HGNC:33650	476		100126308
HGNC:32534	476	25046253	664617
HGNC:33664	1771		100126335
HGNC:32530	1799		664613
HGNC:38361	1799		100422864
HGNC:32531	1767	24505359	664614
HGNC:32796	1806		693125
HGNC:53539	1688		105374956
HGNC:32797	1806		693126
HGNC:32798	1806		693127
HGNC:38944	1806		100500863
HGNC:38921	1806		100500895
HGNC:41825	1806		100616336
HGNC:41626	1806		100616384
HGNC:41683	1806		100616475
HGNC:41742	1806		100616305
HGNC:41831	1806		100616339
HGNC:41625	1806		100616450
HGNC:41745	1806		100616440
HGNC:41605	1806		100616254
HGNC:41854	1806		100616347
HGNC:41884	1806		100616191
HGNC:41600	1806		100616252
HGNC:41893	1806		100616488
HGNC:41736	1806		100616215
HGNC:41637	1806		100616428
HGNC:41681	1806		100616144
HGNC:43539	1806		100847068
HGNC:43465	1806		100847084
HGNC:43488	1806		100847078
HGNC:43455			100847035
HGNC:43550	1806		100847092
HGNC:43517	1806		100847030
HGNC:43483	1806		100847045
HGNC:43537	1806		100847083
HGNC:43454	1806		100846992
HGNC:43528	1806		100847063
HGNC:49943	1806		102465247
HGNC:49981	1806		102466162
HGNC:32799	1806		693128
HGNC:50260	1806		102465854
HGNC:50834	1806		103504735
HGNC:54164	476	25215888	113839521
HGNC:32800	1806		693129
HGNC:32801	1806		693130
HGNC:32802	1806		693131
HGNC:35275	1806		100313921
HGNC:35305	1806		100302192
HGNC:35306	1806		100313771
HGNC:35307	1806		100302159
HGNC:35308	1806		100313895
HGNC:35309	1806		100302239
HGNC:35326	1806		100313938
HGNC:35342	1806		100313830
HGNC:35343	1806		100313773
HGNC:35344	1806		100302287
HGNC:35345	1806		100313884
HGNC:41768	1806		100616455
HGNC:35352	1806		100302204
HGNC:35353	1806		100302277
HGNC:35354	1806		100302186
HGNC:35355	1806		100302191
HGNC:35276	1806		100313914
HGNC:35285	1806		100313770
HGNC:35292			100302275
HGNC:35331	1806		100313772
HGNC:35330	1806		100302152
HGNC:35333	476		100313829
HGNC:41882	1806		100616190
HGNC:35351	1806		100302288
HGNC:37312	1806		100313841
HGNC:38354	1806		100422862
HGNC:38298	1806		100422849
HGNC:38316	1806		100422884
HGNC:38302	1806		100422850
HGNC:38255	1806		100422923
HGNC:38248	1806		100422920
HGNC:41734	1806		100616302
HGNC:52006	1688		101927797
HGNC:38980	1806		100500919
HGNC:38929	1806		100500856
HGNC:32803	476		693132
HGNC:32804	1800		693133
HGNC:32805	1800		693134
HGNC:41870	1800		100616354
HGNC:38992	1800		100500883
HGNC:38910	1800		100500830
HGNC:32806	1765		693135
HGNC:32807	1765		693136
HGNC:32808	476		693137
HGNC:32809	476		693138
HGNC:32810	476		693139
HGNC:32811	476		693140
HGNC:32812	476		693141
HGNC:32813	476		693142
HGNC:32814	476		693143
HGNC:32815	476		693144
HGNC:32817	476		693146
HGNC:32818	476		693147
HGNC:32819	476		693148
HGNC:32820	476		693149
HGNC:32822			
HGNC:32823	476		693152
HGNC:32824	476		693153
HGNC:32825	476		693154
HGNC:32826	1806		693155
HGNC:53743	1688		440993
HGNC:32827	476		693156
HGNC:32828	476		693157
HGNC:32829	476		693158
HGNC:32830	476		693159
HGNC:32831	476		693160
HGNC:32832	476		693161
HGNC:32833	476		693162
HGNC:32834	476		693163
HGNC:32835	1806		693164
HGNC:32836	476		693165
HGNC:32837	476		693166
HGNC:32838	476	23295946	693167
HGNC:32839	476		693168
HGNC:53061	1688		107984114
HGNC:32840	476		693169
HGNC:32841	476		693170
HGNC:32842	476		693171
HGNC:32843	476		693172
HGNC:32844	476		693173
HGNC:32845	476	23118514	693174
HGNC:32846	476		693175
HGNC:32847	476		693176
HGNC:32848	476		693177
HGNC:32849	476		693178
HGNC:32851	476		693180
HGNC:32852	476		693181
HGNC:32853	476		693182
HGNC:32854	476		693183
HGNC:32855	476	26551255	693184
HGNC:32856	476		693185
HGNC:23642	1688	12477932	81571
HGNC:32857	476		693186
HGNC:32858	476		693187
HGNC:32859	1806		693188
HGNC:32860	476		693189
HGNC:32861	476		693190
HGNC:32862	476		693191
HGNC:32863	476		693192
HGNC:32864	476		693193
HGNC:32865	476		693194
HGNC:32866	476		693195
HGNC:32867	476		693196
HGNC:32868	476		693197
HGNC:32869	476		693198
HGNC:32870	476		693199
HGNC:32871	476	21565892, 22819824	693200
HGNC:32872	476		693201
HGNC:32873	476		693202
HGNC:32874	476		693203
HGNC:32875	476		693204
HGNC:32876	476		693205
HGNC:32877	476		693206
HGNC:32878	476		693207
HGNC:32879	476		693208
HGNC:32880	476		693209
HGNC:32881	476		693210
HGNC:32882	476		693211
HGNC:32883	476		693212
HGNC:32884	476	24477576, 28035362	693213
HGNC:32885	476		693214
HGNC:32886	476		693215
HGNC:32887	476		693216
HGNC:32888	476		693217
HGNC:32889	476		693218
HGNC:32890	476		693219
HGNC:32891	476		693220
HGNC:32892	476		693221
HGNC:32893	476		693222
HGNC:32894	476		693223
HGNC:32895	476		693224
HGNC:32896	476		693225
HGNC:32897	476		693226
HGNC:32898	476		693227
HGNC:38902	476		100500845
HGNC:32899	476		693228
HGNC:32900	476		693229
HGNC:32901	476		693230
HGNC:32902	1737	25010867	693231
HGNC:27659	1688		284757
HGNC:32903	476		693232
HGNC:32904	476		693233
HGNC:32905	476		693234
HGNC:32906	476		723778
HGNC:32907	476		723779
HGNC:32908	476	22412969, 25145628	724022
HGNC:32909	476	30703767	724023
HGNC:32910	476		724024
HGNC:32911	1769		724025
HGNC:32912	1769		724026
HGNC:32913	476		724027
HGNC:32914	476		724028
HGNC:32915	476		724029
HGNC:32916	1805		724030
HGNC:32917	476		724031
HGNC:32918	476		724032
HGNC:32919	1807		724033
HGNC:27662	1688	24932682	284801
HGNC:35270	1807		100313824
HGNC:35370	1809		100302234
HGNC:43501	1809		100847052
HGNC:33662	476		100126315
HGNC:33135	476		768214
HGNC:37304	476		100313777
HGNC:49204	1688		100507261
HGNC:33134	476	29355560	768213
HGNC:33351	476	19926638, 24532688	100033819
HGNC:38880	476	22164278	100500887
HGNC:33654	476		100126333
HGNC:37316	476		100313843
HGNC:37317	476		100313781
HGNC:35375			
HGNC:33658	476	21991303, 23695020	100126313
HGNC:33133	1770		768212
HGNC:37307	476		100313778
HGNC:33666	476	22970209, 25661353	100126348
HGNC:37305	476		100313892
HGNC:37303	476		100313837
HGNC:51386	1688		101928736
HGNC:37306	476	30318119	100313838
HGNC:33141	476		768220
HGNC:33139	476		768218
HGNC:33136	476		768215
HGNC:33138	476	25081069, 27470346	768217
HGNC:33143	476	26602384, 28333152	768222
HGNC:33140	476		768219
HGNC:33663	476	25183005, 27258785	100126316
HGNC:33643	476	23828572, 24462679	100126343
HGNC:33652	476	25913515, 30205176	100126309
HGNC:33653	476	25680557, 29229885	100126310
HGNC:33660	476		100126314
HGNC:33659	476	29241179	100126334
HGNC:33638			
HGNC:33661	476		100126347
HGNC:33648	1796		100126306
HGNC:33651	476		100126345
HGNC:33644	1796		100126303
HGNC:33635	1798		100126341
HGNC:33645	1798		100126304
HGNC:33639	1796		100126342
HGNC:33649	1796		100126307
HGNC:50194	1796		102466721
HGNC:33670	476		100126320
HGNC:33671	476		100126349
HGNC:33672	476		100126321
HGNC:33673			
HGNC:33674	476		100126323
HGNC:44332	1688		647946
HGNC:33676	476		100126350
HGNC:33677	476		100126324
HGNC:33678	476	26742429, 27044823	100126325
HGNC:33679	476		100126326
HGNC:33680	476		100126338
HGNC:33681	476		100126327
HGNC:33682	476		100126351
HGNC:33683	476		100126328
HGNC:33684	476		100126329
HGNC:33685	476		100126339
HGNC:33686	476		100126352
HGNC:33687	476		100126330
HGNC:50845	476		103504732
HGNC:33688	476		100126331
HGNC:33689	476		100126332
HGNC:33690	476		100126340
HGNC:35259	476		100302274
HGNC:35260	476		100302235
HGNC:35261	476		100302256
HGNC:35262	476		100302213
HGNC:35263	476		100302132
HGNC:35264	476		100302122
HGNC:35265	1859		100302111
HGNC:38211	1859		100422985
HGNC:38389	1859		100422977
HGNC:35257	1769		100302157
HGNC:35254	1769		100302209
HGNC:38247	476		100422837
HGNC:35376	1770		100302250
HGNC:50081	476		102466515
HGNC:35266	476		100302113
HGNC:35267			
HGNC:35268	476		100302259
HGNC:35269	476		100302211
HGNC:37059	476		100302185
HGNC:35271	476		100302161
HGNC:35272	476		100302170
HGNC:35273	476		100302175
HGNC:35274	476		100302281
HGNC:33923	476		100187716
HGNC:33931	476		100188847
HGNC:33922	476		100302232
HGNC:33932	476		100302283
HGNC:33928	476		100302201
HGNC:33924	476		100302156
HGNC:33921	476		100302158
HGNC:33929	476|1860		100302160
HGNC:38277	476|1860		100422845
HGNC:33926	476		100302196
HGNC:33925	476		100302242
HGNC:33927	476		100302280
HGNC:33933	476		100302226
HGNC:35304	476		100302188
HGNC:35310	1861		100302285
HGNC:38321	1861		100422885
HGNC:38390	1861		100422872
HGNC:50831	1861		103504734
HGNC:35311	476		100302219
HGNC:41794	476		100616324
HGNC:35312	476		100302142
HGNC:35313	476	24014021	100302145
HGNC:35314	476		100302143
HGNC:35315	476	25731699	100302149
HGNC:35316	476		100302229
HGNC:35317	476		100302289
HGNC:35365	476		100302136
HGNC:35318	476		100302208
HGNC:35319			
HGNC:41770			
HGNC:35320	1810		100302193
HGNC:35366	1810		100313806
HGNC:35367	1810		100313835
HGNC:35321	476		100302155
HGNC:35322	476		100302168
HGNC:35323	476		100302172
HGNC:35324			
HGNC:35325	476		100302236
HGNC:38258	476		100422991
HGNC:35327	476		100302228
HGNC:35328	476		100302279
HGNC:35329	476		100302148
HGNC:35246	1767	26047583	100302251
HGNC:35332	476		100302116
HGNC:35334	476		100302202
HGNC:35335	476		100302286
HGNC:35336	476		100302233
HGNC:41581	476		100616121
HGNC:35337	476		100302177
HGNC:41787	476		100616494
HGNC:35338	476		100302179
HGNC:38387			
HGNC:35252	476		100302203
HGNC:35339	476		100302184
HGNC:35340			
HGNC:38173	476		100422821
HGNC:38375			
HGNC:50833			
HGNC:41733			
HGNC:41684			
HGNC:49973	476		102466247
HGNC:35341			
HGNC:35358			
HGNC:35346	476		100302123
HGNC:35347	476		100302121
HGNC:35350	476		100302214
HGNC:35356	476		100302163
HGNC:35357	476		100302182
HGNC:35368			
HGNC:35359	476		100302237
HGNC:35360	476		100302254
HGNC:35255	1780		100302265
HGNC:35361	1780		100302205
HGNC:35362	476		100302112
HGNC:35277	1863		100302218
HGNC:35278	1863		100302268
HGNC:35279	476		100302118
HGNC:35280	476		100302133
HGNC:35363	476		100302124
HGNC:35281	1864		100302125
HGNC:35282	1864		100302134
HGNC:35283	476		100302276
HGNC:35284	476		100302221
HGNC:35364	476		100302138
HGNC:35286	476		100302220
HGNC:35287	476		100302181
HGNC:35288	476		100302178
HGNC:43524	476		100847009
HGNC:35249	476		100302150
HGNC:35289	476		100302187
HGNC:35258	476	26025955	100302153
HGNC:35290	476		100302167
HGNC:35291			
HGNC:35253	476		100302246
HGNC:35293	1858		100302227
HGNC:35294	1858		100302278
HGNC:52482	1688		107985730
HGNC:35295	1858		100302128
HGNC:35296	1858		100302130
HGNC:35297	1858		100302146
HGNC:35298	1858		100302140
HGNC:35299	1858		100302147
HGNC:35300	1858		100302223
HGNC:38218	1858		100422831
HGNC:38233	1858		100422834
HGNC:38246	1858		100422919
HGNC:35301	476		100302284
HGNC:35302	476		100302240
HGNC:35303	476		100302270
HGNC:35371	476		100302197
HGNC:35372	476	25887170	100302174
HGNC:35369			
HGNC:35373	476		100302171
HGNC:35374	476		100302166
HGNC:35251	476		100302255
HGNC:35377	476		100302212
HGNC:41902	476	26542979	100616437
HGNC:35250	476		100302115
HGNC:35378	476		100302258
HGNC:35379	476		100302127
HGNC:35380	476		100302126
HGNC:35381	476		100302139
HGNC:35382	476		100302119
HGNC:35383	476		100302257
HGNC:41596	476		100616251
HGNC:35389	476		100302183
HGNC:35390			
HGNC:35391	476		100302217
HGNC:54161	476	25215888	113839518
HGNC:35392	476		100302263
HGNC:35393	476		100302210
HGNC:35394	476		100302261
HGNC:35395	476		100302222
HGNC:35396	476	27821806	100302144
HGNC:35397	476		100302141
HGNC:35398	476		100302137
HGNC:35399	476		100302129
HGNC:31448	1688	21804547	399726
HGNC:37060	1865		100302243
HGNC:38252	1865		100422922
HGNC:37061	476		100302290
HGNC:37062			
HGNC:37063			
HGNC:37064	476		100302190
HGNC:37065			
HGNC:37066			
HGNC:37067			
HGNC:37068	476		100302260
HGNC:51555	1688	27758888	441355
HGNC:37069	476		100302225
HGNC:37070	476		100302267
HGNC:37071	476		100302224
HGNC:37058	476		100302164
HGNC:37308	476		100313839
HGNC:37309	476		100313840
HGNC:37310	476		100313886
HGNC:37311	476		100313779
HGNC:51999	1688		106660605
HGNC:37313	476		100313842
HGNC:37314	476		100313887
HGNC:37315	476		100313780
HGNC:38328	476		100423036
HGNC:41843	476		100616495
HGNC:41881	476		100616360
HGNC:41532	476		100616110
HGNC:41688	476		100616452
HGNC:38221	476		100422910
HGNC:38372	476		100422969
HGNC:54162	476	26473382	113839519
HGNC:41652	476		100616387
HGNC:38234	476		100422915
HGNC:38268	476		100422842
HGNC:54163	476	26473382	113839520
HGNC:38371	476		100422866
HGNC:38200	476		100422902
HGNC:38318	476		100422946
HGNC:38385	476		100422871
HGNC:38265	1866		100423008
HGNC:38324	1866		100422949
HGNC:38274	1866		100422844
HGNC:38287	1866		100422935
HGNC:38351			
HGNC:38210			
HGNC:38253	476		100422839
HGNC:38315	476		100423010
HGNC:38295	476	22393045	100422882
HGNC:38259	476		100423032
HGNC:38320	476		100422947
HGNC:38330	476		100422856
HGNC:38262	476		100422879
HGNC:38219	476		100422986
HGNC:38225	476		100423030
HGNC:38269	476		100422928
HGNC:38188	476		100422824
HGNC:38217	476		100422908
HGNC:38275	476		100422993
HGNC:38363	476		100423002
HGNC:38240			
HGNC:38344			
HGNC:38347	476		100422957
HGNC:38373	476		100423039
HGNC:38305	476		100422942
HGNC:38254	476		100422990
HGNC:38199	476		100422901
HGNC:41783	476		100616218
HGNC:38340	476		100422859
HGNC:38263	476		100422926
HGNC:38341	476		100423011
HGNC:38201	476		100423017
HGNC:38183	476		100422896
HGNC:38326	476		100422950
HGNC:38297	476		100422938
HGNC:51944	1688		
HGNC:38284	476		100422934
HGNC:38331	476		100422951
HGNC:38327	476		100423001
HGNC:38368	476		100422967
HGNC:38300	476		100422939
HGNC:38215	476		100422876
HGNC:38251	476		100422921
HGNC:38362	476		100422964
HGNC:38938	476		100500907
HGNC:52000	1688		105375650
HGNC:38266	476		100422992
HGNC:38379	476		100422869
HGNC:38289	476		100422936
HGNC:38176	476		100422893
HGNC:38245	476		100422989
HGNC:50003	476		100628560
HGNC:38241	1867		100422988
HGNC:38213	1867		100422907
HGNC:38229	1867		100423018
HGNC:38172	476		100422892
HGNC:38196	476		100422900
HGNC:38279	476		100423033
HGNC:38181	476		100423016
HGNC:38197	476		100422827
HGNC:38192	476		100422825
HGNC:38285	476		100423000
HGNC:38271	476		100422880
HGNC:38209	476		100423029
HGNC:38288	476		100422846
HGNC:38335	476		100422953
HGNC:38386	476		100423040
HGNC:38242	476		100422918
HGNC:38249	476		100422878
HGNC:38380	476		100422973
HGNC:38282	476		100422881
HGNC:38216	476		100422830
HGNC:38177			
HGNC:38174	476		100422981
HGNC:38264	476		100422841
HGNC:38299	476		100422995
HGNC:38345	476		100423037
HGNC:38364	476		100423012
HGNC:38381	476		100422974
HGNC:38353	1868		100422960
HGNC:38325	1868		100422886
HGNC:38214	1868		100423006
HGNC:50838	1868		103504729
HGNC:38382	1869		100422870
HGNC:38343	1869		100422956
HGNC:38239	1869		100422836
HGNC:38920	1869		100500852
HGNC:38969	1869		100500916
HGNC:38378	476		100422972
HGNC:38317	476		100422853
HGNC:38237	476		100422835
HGNC:38182	476		100423003
HGNC:38391	476		100422978
HGNC:38311	476		100422944
HGNC:38319	476		100422854
HGNC:38226	476		100422833
HGNC:38307	476		100422943
HGNC:38190	476		100422899
HGNC:38222	476		100422832
HGNC:38202	476		100422875
HGNC:38204	476		100422904
HGNC:38346	476		100422889
HGNC:38250	476		100422838
